0.15,2
0.16,2.4
0.4,4
0.2,4
0.18,4.8
0.53,9.6
0.2908,4.193193226
0.5117,7.72495817
0.2525,7.72495817
0.19,4.95
0.15,2
0.1617,2.4
0.4,4
0.2,4
0.1767,4.8
0.53,9.6
0.3258,4.193193226
0.5133,7.72495817
0.25,7.72495817
0.2,4.95
0.15,2
0.1617,2.4
0.4,4
0.2,4
0.1775,4.8
0.52,9.6
0.2808,4.193193226
0.5108,7.72495817
0.2508,7.72495817
0.19,4.95
0.14,2
0.1717,2.4
0.44,4
0.19,4
0.1717,4.8
0.53,9.6
0.3083,4.193193226
0.5042,7.72495817
0.2433,7.72495817
0.18,4.95
0.14,2
0.1725,2.4
0.43,4
0.19,4
0.1717,4.8
0.52,9.6
0.2492,4.193193226
0.5033,7.72495817
0.2492,7.72495817
0.18,4.95
0.14,2
0.1708,2.4
0.44,4
0.19,4
0.17,4.8
0.53,9.6
0.275,4.193193226
0.5042,7.72495817
0.2458,7.72495817
0.18,4.95
0.15,2
0.1433,2.4
0.47,4
0.18,4
0.1475,4.8
0.52,9.6
0.27,4.193193226
0.5125,7.72495817
0.27,7.72495817
0.19,4.95
0.15,2
0.1417,2.4
0.47,4
0.19,4
0.1475,4.8
0.52,9.6
0.2525,4.193193226
0.5117,7.72495817
0.2658,7.72495817
0.19,4.95
0.15,2
0.1408,2.4
0.47,4
0.18,4
0.1467,4.8
0.51,9.6
0.2575,4.193193226
0.5125,7.72495817
0.2658,7.72495817
0.19,4.95
0.13,2
0.1783,2.4
0.45,4
0.19,4
0.1792,4.8
0.52,9.6
0.24,4.193193226
0.4983,7.72495817
0.2542,7.72495817
0.18,4.95
0.14,2
0.1767,2.4
0.45,4
0.19,4
0.1758,4.8
0.52,9.6
0.2517,4.193193226
0.4975,7.72495817
0.2542,7.72495817
0.18,4.95
0.13,2
0.1725,2.4
0.45,4
0.19,4
0.1758,4.8
0.52,9.6
0.2575,4.193193226
0.4942,7.72495817
0.2508,7.72495817
0.17,4.95
0.16,2
0.1608,2.4
0.45,4
0.19,4
0.2225,4.8
0.52,9.6
0.2175,4.193193226
0.4942,7.72495817
0.2842,7.72495817
0.22,4.95
0.16,2
0.1575,2.4
0.45,4
0.19,4
0.2292,4.8
0.52,9.6
0.2308,4.193193226
0.49,7.72495817
0.2808,7.72495817
0.21,4.95
0.15,2
0.155,2.4
0.44,4
0.18,4
0.2275,4.8
0.52,9.6
0.2525,4.193193226
0.4908,7.72495817
0.2792,7.72495817
0.21,4.95
