-9.4071,1.1444,-1.1762
-8.6892,-2.3481,0.51341
3.8576,1.7529,-4.6574
-2.6993,1.9755,-2.4395
-0.62019,-0.56432,2.6786
23.577,7.2068,-0.65263
2.1232,-4.4243,-2.9789
19.546,-7.3561,-0.17264
20.99,-7.1539,-0.28447
6.0555,-3.5324,-1.1102
-8.9568,1.5838,-1.0545
-9.6815,-1.0623,1.7861
-0.29573,1.9016,-3.9558
-2.7378,2.2585,-2.8343
-1.9098,-0.45273,2.7134
23.885,8.2907,-0.25492
1.5445,-3.9,-3.1056
1.1202,-5.3261,-0.45143
15.755,-5.413,0.07052
2.4119,-1.1304,1.0322
-10.438,1.9182,-1.7852
-8.6327,-0.83581,2.3877
-2.8523,2.545,-4.275
-6.5298,2.3751,-1.6971
-5.122,0.25147,2.4823
16.364,7.9526,0.13532
1.0151,-3.1096,-4.0552
13.901,-7.0692,-1.9892
10.564,-4.3668,0.78138
-0.86455,-1.8612,1.0949
-10.656,2.4838,-2.2493
-9.5768,-0.57085,1.7233
-3.2356,2.0901,-3.7233
-7.3984,2.846,-1.8847
-5.3649,1.1981,2.9641
15.119,8.2299,0.33759
0.90957,-3.1968,-3.0325
7.9941,-6.3712,-1.4405
9.5721,-3.6625,1.0789
-1.0429,-1.7148,1.7559
-11.862,2.4086,-0.98577
-10.512,-0.23793,2.8018
-3.8521,2.0288,-3.6112
-4.0556,2.5986,-1.6525
-6.9449,0.6736,1.2053
19.582,8.5276,1.2763
1.3348,-4.454,-2.1219
12.422,-5.7507,-0.36557
7.8789,-3.6774,0.84523
-2.7184,-1.5532,0.59336
-12.169,2.4368,-1.6248
-11.029,-0.50511,2.4785
-4.4828,1.4139,-2.8185
-4.8056,2.9381,-1.9206
-6.6841,1.0144,1.5463
-12.135,0.94311,3.4224
1.5567,-4.1205,-1.2062
10.124,-4.4428,0.78223
7.1528,-3.0891,1.1635
-3.7096,-1.0602,1.054
-12.626,2.0989,-0.70914
-11.54,-0.09656,3.3417
-5.4647,1.9192,-2.4813
-6.2954,2.7131,0.080456
-6.9253,0.8351,3.4207
18.342,9.509,1.8747
-0.05115,-3.6087,-1.4365
8.4932,-3.9956,0.42421
5.7394,-2.0551,3.2147
4.4069,-2.5664,0.32242
-12.605,1.9264,-0.11921
-11.205,0.029189,3.5818
-5.8164,2.0384,-2.6286
-6.4216,2.6116,0.7348
-6.8291,1.1948,3.9691
16.565,9.4262,2.0541
1.024,-4.0734,-1.2163
8.5167,-4.05,0.61584
7.0966,-2.3667,4.0504
4.4995,-2.1736,0.68646
