55,5,0.91666666666666663
55,5,0.91666666666666663
55,5,0.91666666666666663
55,5,0.91666666666666663
55,5,0.91666666666666663
57,3,0.94999999999999996
54,6,0.90000000000000002
51,9,0.84999999999999998
53,7,0.8833333333333333
53,7,0.8833333333333333
57,3,0.94999999999999996
57,3,0.94999999999999996
53,7,0.8833333333333333
56,4,0.93333333333333335
54,6,0.90000000000000002
56,4,0.93333333333333335
54,6,0.90000000000000002
54,6,0.90000000000000002
55,5,0.91666666666666663
53,7,0.8833333333333333
41,19,0.68333333333333335
54,6,0.90000000000000002
55,5,0.91666666666666663
55,5,0.91666666666666663
55,5,0.91666666666666663
55,5,0.91666666666666663
55,5,0.91666666666666663
55,5,0.91666666666666663
55,5,0.91666666666666663
54,6,0.90000000000000002
41,19,0.68333333333333335
52,8,0.8666666666666667
53,7,0.8833333333333333
55,5,0.91666666666666663
54,6,0.90000000000000002
41,19,0.68333333333333335
51,9,0.84999999999999998
54,6,0.90000000000000002
54,6,0.90000000000000002
55,5,0.91666666666666663
41,19,0.68333333333333335
56,4,0.93333333333333335
56,4,0.93333333333333335
56,4,0.93333333333333335
56,4,0.93333333333333335
55,5,0.91666666666666663
55,5,0.91666666666666663
55,5,0.91666666666666663
53,7,0.8833333333333333
52,8,0.8666666666666667
56,4,0.93333333333333335
56,4,0.93333333333333335
55,5,0.91666666666666663
53,7,0.8833333333333333
53,7,0.8833333333333333
47,13,0.78333333333333333
44,16,0.73333333333333328
52,8,0.8666666666666667
50,10,0.83333333333333337
52,8,0.8666666666666667
