200,0.1,0.1,2,0.15,1.031666667,0.705833333,0.188333333,1.444166667,111.1666667,-8.9568,1.5838,-1.0545,-0.41954,-15.06873,-21.33265,0,0,1
240,0.2,0.2,9.6,0.52,2.836666667,2.2275,0.626666667,3.330833333,198.9166667,19.926,9.4292,1.5591,0.26052,28.311714,-46.104026,1,0,0
240,0.1,0.2,4.8,0.1775,1.19,0.768333333,0.219166667,1.633333333,162.5833333,-2.9899,-0.30966,3.6764,-0.39375,0.092879,-28.610092,0,1,0
240,0.2,0.2,9.6,0.53,2.978333333,2.27,0.638333333,3.481666667,194.9166667,23.885,8.2907,-0.25492,-1.5623,32.51155,-48.672077,1,0,0
240,0.1,0.2,4.8,0.176666667,1.17,0.763333333,0.218333333,1.608333333,163.8333333,-1.9098,-0.45273,2.7134,-0.71985,0.3160993,-30.903585,0,1,0
200,0.2,0.1,4,0.44,2.364166667,1.775833333,0.529166667,2.795833333,108.9166667,-6.1449,2.3224,-1.9089,1.3966,-2.8434228,-27.507583,0,1,0
200,0.1,0.1,2,0.14,1.051666667,0.76,0.1775,1.460833333,79,-9.9204,1.9099,-1.9232,-2.1117,-9.7322197,-15.73276,0,0,1
200,0.1,0.2,4,0.19,1.276666667,0.943333333,0.231666667,1.611666667,65.41666667,-4.8056,2.9381,-1.9206,6.5666,4.2379787,-26.378271,0,1,0
186.3641434,0.15,0.15,4.193193226,0.251666667,1.840833333,1.184166667,0.316666667,2.825833333,92.16666667,0.55819,-3.2904,-1.3435,2.9094,3.7777375,-37.97101,0,1,0
220,0.234089642,0.15,7.72495817,0.494166667,2.581666667,2.018333333,0.5825,2.995,212.3333333,9.4028,-4.4622,0.71626,-1.1599,10.977904,-43.963669,1,0,0
240,0.2,0.2,9.6,0.52,2.935,2.24,0.625,3.59,191.8333333,16.565,9.4262,2.0541,1.2316,25.927884,-44.358669,1,0,0
240,0.2,0.2,9.6,0.53,2.969166667,2.275,0.64,3.464166667,197.8333333,23.577,7.2068,-0.65263,-1.0093,33.70705,-46.187498,1,0,0
186.3641434,0.15,0.15,4.193193226,0.2575,1.8975,1.219166667,0.328333333,2.875833333,85.91666667,1.2443,-3.9361,-1.7823,2.2359,7.6020514,-35.091621,0,1,0
220,0.15,0.234089642,7.72495817,0.25,1.861666667,1.245,0.316666667,2.575833333,67.83333333,15.755,-5.413,0.07052,2.1366,19.395623,-45.032578,1,0,0
220,0.15,0.234089642,7.72495817,0.250833333,1.825,1.295833333,0.315833333,2.625833333,70.66666667,7.4122,-2.5961,2.1419,-0.054081,14.842261,-42.421508,1,0,0
200,0.1,0.1,2,0.15,1.110833333,0.766666667,0.186666667,1.546666667,95.33333333,-11.376,2.5617,-1.1763,-1.3337,-13.446768,-10.813482,0,0,1
220,0.234089642,0.15,7.72495817,0.5125,2.549166667,2.023333333,0.599166667,2.923333333,211.9166667,12.422,-5.7507,-0.36557,-1.9224,10.725493,-47.534719,1,0,0
240,0.1,0.1,2.4,0.176666667,1.230833333,0.878333333,0.2175,1.588333333,84.08333333,-10.907,-0.2006,3.085,-1.3064,-19.558035,-14.422989,0,0,1
200,0.1,0.2,4,0.19,1.300833333,0.9825,0.2325,1.744166667,49.91666667,-6.2335,2.6384,-3.7865,0.67548,-2.6507764,-22.196853,0,1,0
200,0.1,0.1,2,0.14,0.974166667,0.735,0.166666667,1.274166667,81,-12.381,2.453,-0.62426,-0.67179,-19.069513,-10.530236,0,0,1
220,0.234089642,0.15,7.72495817,0.49,2.4875,1.9,0.575,2.946666667,204,8.5167,-4.05,0.61584,-0.4721,10.915756,-43.61555,1,0,0
240,0.2,0.2,9.6,0.52,2.8275,2.22,0.629166667,3.324166667,197.9166667,14.767,8.1114,1.7902,-0.009263,22.672138,-44.326806,1,0,0
220,0.15,0.15,4.95,0.18,1.279166667,0.896666667,0.225,2.126666667,72.83333333,-1.0429,-1.7148,1.7559,2.2562,2.7354169,-33.101039,0,1,0
220,0.234089642,0.15,7.72495817,0.511666667,2.756666667,2.146666667,0.616666667,3.389166667,219.25,19.546,-7.3561,-0.17264,-1.3572,18.761353,-48.28439,1,0,0
186.3641434,0.15,0.15,4.193193226,0.275,1.914166667,1.2825,0.340833333,2.363333333,80.91666667,0.90957,-3.1968,-3.0325,0.44974,1.5735663,-37.772158,0,1,0
240,0.1,0.1,2.4,0.1725,1.3225,0.865,0.219166667,1.8125,92.5,-8.6327,-0.83581,2.3877,-1.7535,-17.041225,-20.832414,0,0,1
200,0.2,0.1,4,0.4,2.410833333,1.605833333,0.488333333,3.546666667,190,3.8576,1.7529,-4.6574,-1.3309,11.894838,-37.607124,0,1,0
240,0.1,0.1,2.4,0.178333333,1.268333333,0.893333333,0.22,1.611666667,85.91666667,-11.029,-0.50511,2.4785,-1.0083,-20.881585,-14.948054,0,0,1
186.3641434,0.15,0.15,4.193193226,0.2525,1.706666667,1.255,0.316666667,2.548333333,63.5,0.72856,-4.1523,-0.2654,1.5296,2.9665964,-35.511928,0,1,0
200,0.2,0.1,4,0.43,2.193333333,1.644166667,0.506666667,2.73,194.75,-2.8523,2.545,-4.275,-1.8265,3.4509264,-30.133762,0,1,0
220,0.15,0.15,4.95,0.18,1.293333333,0.919166667,0.226666667,2.1025,79.58333333,0.74906,-1.7114,1.2636,2.084,9.1385534,-31.780748,0,1,0
200,0.2,0.1,4,0.45,2.485,1.893333333,0.543333333,3.25,164.8333333,-4.4828,1.4139,-2.8185,-0.16319,-0.6627522,-29.820928,0,1,0
220,0.15,0.234089642,7.72495817,0.280833333,2.1175,1.414166667,0.356666667,2.9525,72.08333333,7.0966,-2.3667,4.0504,0.82166,-27.075732,-27.786752,1,0,0
220,0.234089642,0.15,7.72495817,0.503333333,2.745833333,2.215,0.610833333,3.255833333,219,13.901,-7.0692,-1.9892,-1.7561,14.822733,-46.022093,1,0,0
240,0.2,0.2,9.6,0.52,2.924166667,2.244166667,0.625833333,3.485,193.3333333,18.342,9.509,1.8747,1.0164,27.756969,-45.132102,1,0,0
200,0.2,0.1,4,0.4,2.408333333,1.6025,0.490833333,3.540833333,189.25,-0.29573,1.9016,-3.9558,-2.3462,7.2900375,-32.847328,0,1,0
240,0.1,0.2,4.8,0.175833333,1.320833333,0.938333333,0.223333333,1.9875,73,-5.4684,-0.53099,3.4004,-0.91167,-5.104759,-25.544587,0,1,0
186.3641434,0.15,0.15,4.193193226,0.280833333,2.235,1.389166667,0.365833333,3.105,135.3333333,1.2199,-3.663,-3.692,-1.4673,5.3961704,-36.130371,0,1,0
240,0.1,0.1,2.4,0.140833333,1.036666667,0.744166667,0.175833333,1.344166667,76,-10.512,-0.23793,2.8018,-1.4748,-18.969255,-15.674759,0,0,1
186.3641434,0.15,0.15,4.193193226,0.230833333,1.430833333,1.093333333,0.285833333,1.993333333,72.33333333,1.024,-4.0734,-1.2163,1.805,3.8915204,-35.784549,0,1,0
220,0.15,0.234089642,7.72495817,0.243333333,1.820833333,1.2125,0.31,2.688333333,73.75,9.6758,-3.8703,0.58061,2.3181,18.924381,-39.862032,1,0,0
240,0.1,0.1,2.4,0.171666667,1.3275,0.851666667,0.22,1.876666667,93.41666667,-8.2103,-1.2052,2.7,-2.1628,-15.822324,-21.302057,0,0,1
220,0.15,0.234089642,7.72495817,0.2525,1.963333333,1.285,0.320833333,2.849166667,67.5,20.99,-7.1539,-0.28447,2.0321,20.275776,-49.848502,1,0,0
220,0.15,0.234089642,7.72495817,0.284166667,2.143333333,1.420833333,0.359166667,2.896666667,71.33333333,5.7394,-2.0551,3.2147,-0.27861,17.688014,-39.26992,1,0,0
220,0.234089642,0.15,7.72495817,0.498333333,2.605,2.051666667,0.585833333,3.040833333,208.0833333,10.124,-4.4428,0.78223,-1.3564,16.002839,-42.127411,1,0,0
200,0.1,0.2,4,0.19,1.465,1.150833333,0.235,1.811666667,46.25,-6.2954,2.7131,0.080456,3.7131,-3.0249629,-25.265875,0,1,0
200,0.1,0.1,2,0.14,1.036666667,0.759166667,0.175,1.430833333,75.5,-10.438,1.9182,-1.7852,-1.8055,-11.942056,-13.14063,0,0,1
186.3641434,0.15,0.15,4.193193226,0.290833333,2.030833333,1.326666667,0.365833333,2.679166667,160.8333333,2.1232,-4.4243,-2.9789,-0.60623,0.8152499,-40.174809,0,1,0
200,0.1,0.2,4,0.18,1.295,0.934166667,0.231666667,1.765833333,66.58333333,-4.0556,2.5986,-1.6525,4.4806,4.7546851,-27.955266,0,1,0
240,0.2,0.2,9.6,0.51,2.89,2.19,0.618333333,3.416666667,194.5833333,19.582,8.5276,1.2763,0.64237,-28.331325,-45.19799,1,0,0
200,0.1,0.2,4,0.2,1.488333333,1.001666667,0.251666667,2.176666667,65.91666667,-2.7378,2.2585,-2.8343,0.42221,2.7852173,-30.546309,0,1,0
186.3641434,0.15,0.15,4.193193226,0.308333333,2.148333333,1.414166667,0.396666667,3.08,105.4166667,0.94379,-3.0885,-4.8279,-1.3796,7.1263702,-34.999105,0,1,0
200,0.2,0.1,4,0.44,2.226666667,1.661666667,0.511666667,2.765833333,196.0833333,-2.5744,2.7003,-4.8865,-2.6105,5.4117549,-29.733689,0,1,0
200,0.2,0.1,4,0.47,2.483333333,1.891666667,0.5575,3.031666667,190.3333333,-0.98251,2.2973,-3.8387,-0.26683,3.2358036,-35.103158,0,1,0
220,0.15,0.15,4.95,0.19,1.506666667,1.0275,0.249166667,2.175,53.08333333,-1.568,-1.9791,0.87014,1.6398,4.1964287,-30.259604,0,1,0
220,0.15,0.234089642,7.72495817,0.245833333,1.933333333,1.246666667,0.3175,2.908333333,77.08333333,9.5721,-3.6625,1.0789,3.1477,17.990297,-39.820169,1,0,0
200,0.1,0.2,4,0.19,1.316666667,0.946666667,0.2325,1.805,69.5,-4.6139,1.9298,-1.4542,2.2139,3.7756035,-25.374759,0,1,0
200,0.1,0.2,4,0.2,1.473333333,1.004166667,0.253333333,2.145,61.58333333,-4.756,2.3917,-3.585,-0.44278,3.1309817,-26.228009,0,1,0
220,0.15,0.15,4.95,0.19,1.495,1.02,0.246666667,2.138333333,53.83333333,-1.0589,-1.5987,1.6141,1.6682,4.2254212,-31.367157,0,1,0
200,0.2,0.1,4,0.45,2.419166667,1.7925,0.533333333,2.9525,111.8333333,-5.4647,1.9192,-2.4813,0.74321,-2.0471484,-28.576988,0,1,0
200,0.1,0.1,2,0.15,1.091666667,0.7575,0.1825,1.555833333,89.5,-11.862,2.4086,-0.98577,-0.66608,-17.145859,-10.443824,0,0,1
220,0.234089642,0.15,7.72495817,0.504166667,2.760833333,2.221666667,0.6125,3.241666667,224.3333333,10.806,-6.8573,-1.8956,-0.9887,13.212914,-44.084781,1,0,0
220,0.15,0.15,4.95,0.22,1.430833333,0.945833333,0.266666667,1.934166667,125,4.4069,-2.5664,0.32242,-1.884,8.4834133,-36.722417,0,1,0
240,0.2,0.2,9.6,0.52,2.935833333,2.225833333,0.621666667,3.618333333,192.25,15.203,8.8453,1.3927,0.76749,25.518022,-42.936393,1,0,0
240,0.2,0.2,9.6,0.53,2.8375,2.238333333,0.629166667,3.238333333,195.5,17.645,8.0752,0.66611,-2.8803,24.420959,-47.5931,1,0,0
240,0.1,0.1,2.4,0.160833333,1.233333333,0.89,0.201666667,1.646666667,78.66666667,-11.54,-0.09656,3.3417,-1.2993,-21.372231,-12.766415,0,0,1
200,0.2,0.1,4,0.47,2.468333333,1.919090909,0.558333333,2.985,190,-3.8521,2.0288,-3.6112,0.10992,-0.7378877,-30.541711,0,1,0
240,0.1,0.1,2.4,0.170833333,1.330833333,0.858333333,0.22,1.879166667,87.66666667,-9.5768,-0.57085,1.7233,-1.2778,-18.064055,-19.209685,0,0,1
